date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:07:07	332969/332969	---M-Z	200	added ('OK')	text/html	etag:W/%2295c55bbed0f9b9bab1f60ce14134e42d%22	https://bean-perfume.mysapo.net/gucci-bloom-ambrosia-di-fiori	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/gucci-bloom-ambrosia-di-fiori.html	(from https://bean-perfume.mysapo.net/)
08:07:08	322784/322784	---M-Z	200	added ('OK')	text/html	etag:W/%227585825b19c9f2f96016c122c63a4180%22	https://bean-perfume.mysapo.net/calvin-klein-ck-one-gold	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/calvin-klein-ck-one-gold.html	(from https://bean-perfume.mysapo.net/)
08:07:12	331059/331059	---M-Z	200	added ('OK')	text/html	etag:W/%22bfa3f77672067374b57ebe7968659c45%22	https://bean-perfume.mysapo.net/nuoc-hoa-le-labo-santal-33	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/nuoc-hoa-le-labo-santal-33.html	(from https://bean-perfume.mysapo.net/)
08:07:22	78403/78403	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:08%20GMT	http://bizweb.dktcdn.net/100/503/826/themes/932476/assets/slider_1.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/100/503/826/themes/932476/assets/slider_102fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:26	89264/89264	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:11%20GMT	http://bizweb.dktcdn.net/thumb/large/100/503/826/themes/932476/assets/slider_1.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/thumb/large/100/503/826/themes/932476/assets/slider_102fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:33	126666/126666	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:12%20GMT	http://bizweb.dktcdn.net/thumb/grande/100/503/826/themes/932476/assets/slider_1.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/thumb/grande/100/503/826/themes/932476/assets/slider_102fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:33	64426/64426	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:22%20GMT	http://bizweb.dktcdn.net/thumb/large/100/503/826/themes/932476/assets/slider_2.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/thumb/large/100/503/826/themes/932476/assets/slider_202fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:36	1156/1156	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2001:07:33%20GMT	http://bizweb.dktcdn.net/100/503/826/themes/932476/assets/bolt.png?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/100/503/826/themes/932476/assets/bolt02fb.png	(from https://bean-perfume.mysapo.net/)
08:07:36	284863/284863	---M-Z	200	added ('OK')	text/html	etag:W/%2294f1d99c9b590058ef6073393bfa64d0%22	https://bean-perfume.mysapo.net/san-pham-khuyen-mai	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/san-pham-khuyen-mai.html	(from https://bean-perfume.mysapo.net/)
08:07:39	310093/310093	---M-Z	200	added ('OK')	text/html	etag:W/%22e10361d4fafe34a84a0b7752964fbf6e%22	https://bean-perfume.mysapo.net/san-pham-noi-bat	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/san-pham-noi-bat.html	(from https://bean-perfume.mysapo.net/)
08:07:45	92039/92039	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:27%20GMT	http://bizweb.dktcdn.net/thumb/grande/100/503/826/themes/932476/assets/slider_2.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/thumb/grande/100/503/826/themes/932476/assets/slider_202fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:47	45567/45567	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:40%20GMT	http://bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_3banner_2.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_3banner_202fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:48	55926/55926	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:37%20GMT	http://bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_3banner_1.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_3banner_102fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:49	214076/214076	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:12%20GMT	http://bizweb.dktcdn.net/100/503/826/themes/932476/assets/slider_2.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/100/503/826/themes/932476/assets/slider_202fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:51	33674/33674	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:45%20GMT	http://bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_3banner_3.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_3banner_302fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:53	325433/325433	---M-Z	200	added ('OK')	text/html	etag:W/%22493752ec9e737dd7b5221f2e00063162%22	https://bean-perfume.mysapo.net/mancera-cedrat-boise	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/mancera-cedrat-boise.html	(from https://bean-perfume.mysapo.net/)
08:07:56	54183/54183	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:48%20GMT	http://bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_feedback.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_feedback02fb.jpg	(from https://bean-perfume.mysapo.net/)
08:07:56	325622/325622	---M-Z	200	added ('OK')	text/html	etag:W/%22aab4d5e6dadc02325720153514dc6570%22	https://bean-perfume.mysapo.net/dior-sauvage-eau-de-toilette	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/dior-sauvage-eau-de-toilette.html	(from https://bean-perfume.mysapo.net/)
08:07:57	334006/334006	---M-Z	200	added ('OK')	text/html	etag:W/%22b3ed96fe021edaa7c8d693312282a26a%22	https://bean-perfume.mysapo.net/acqua-di-gio-eau-de-parfum	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/acqua-di-gio-eau-de-parfum.html	(from https://bean-perfume.mysapo.net/)
08:07:57	282171/282171	---M-Z	200	added ('OK')	text/html	etag:W/%227dc59ae2620abbd62ddffa9b63e83c08%22	https://bean-perfume.mysapo.net/5-huong-nuoc-hoa-ngot-ngao-day-tinh-te-ghi-dau-an-kho-phai	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/5-huong-nuoc-hoa-ngot-ngao-day-tinh-te-ghi-dau-an-kho-phai.html	(from https://bean-perfume.mysapo.net/)
08:07:58	280348/280348	---M-Z	200	added ('OK')	text/html	etag:W/%228fd493c3638632cb2ad32f6c66990e68%22	https://bean-perfume.mysapo.net/khong-phai-toc-hay-co-day-moi-la-noi-ban-nen-xit-nuoc-hoa	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/khong-phai-toc-hay-co-day-moi-la-noi-ban-nen-xit-nuoc-hoa.html	(from https://bean-perfume.mysapo.net/)
08:07:58	280362/280362	---M-Z	200	added ('OK')	text/html	etag:W/%2277779dc0e4aa80b32887558aa221fc54%22	https://bean-perfume.mysapo.net/cach-chon-nuoc-hoa-mua-he-phu-hop-cong-so	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/cach-chon-nuoc-hoa-mua-he-phu-hop-cong-so.html	(from https://bean-perfume.mysapo.net/)
08:07:59	279733/279733	---M-Z	200	added ('OK')	text/html	etag:W/%227b6ec3196fa2542da3838153a8534453%22	https://bean-perfume.mysapo.net/louis-vuitton-ra-mat-nuoc-hoa-pacific-chill-lay-cam-hung-tu-california	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/louis-vuitton-ra-mat-nuoc-hoa-pacific-chill-lay-cam-hung-tu-california.html	(from https://bean-perfume.mysapo.net/)
08:07:59	279975/279975	---M-Z	200	added ('OK')	text/html	etag:W/%22c6dbd1b0cdbbf2f4e920a5da45961871%22	https://bean-perfume.mysapo.net/thanh-pho-nam-giu-cac-bi-mat-ve-hoa-va-huong-nuoc-hoa	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/thanh-pho-nam-giu-cac-bi-mat-ve-hoa-va-huong-nuoc-hoa.html	(from https://bean-perfume.mysapo.net/)
08:08:02	280308/280308	---M-Z	200	added ('OK')	text/html	etag:W/%222c25cd0bdb1f76044635c5a23048df9a%22	https://bean-perfume.mysapo.net/5-cach-dung-nuoc-hoa-giup-luu-giu-huong-lau-trong-mua-lanh	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/5-cach-dung-nuoc-hoa-giup-luu-giu-huong-lau-trong-mua-lanh.html	(from https://bean-perfume.mysapo.net/)
08:08:05	254186/254186	---M-Z	200	added ('OK')	text/html	etag:W/%226a51965a9341619fb88a74656c87a11c%22	https://bean-perfume.mysapo.net/chinh-sach-thanh-vien	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/chinh-sach-thanh-vien.html	(from https://bean-perfume.mysapo.net/)
08:08:08	253882/253882	---M-Z	200	added ('OK')	text/html	etag:W/%22b937a1a70cf63ffe34ae6fa275f8b468%22	https://bean-perfume.mysapo.net/chinh-sach-thanh-toan	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/chinh-sach-thanh-toan.html	(from https://bean-perfume.mysapo.net/)
08:08:11	255335/255335	---M-Z	200	added ('OK')	text/html	etag:W/%223fdc32990f205714761258ebd1476ae0%22	https://bean-perfume.mysapo.net/chinh-sach-doi-san-pham	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/chinh-sach-doi-san-pham.html	(from https://bean-perfume.mysapo.net/)
08:08:11	45578/45578	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2001:07:59%20GMT	http://bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_foo.jpg?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/100/503/826/themes/932476/assets/bg_foo02fb.jpg	(from https://bean-perfume.mysapo.net/)
08:08:11	258819/258819	---M-Z	200	added ('OK')	text/html	etag:W/%22b2f0ea276460a366f9f819ab9888e5df%22	https://bean-perfume.mysapo.net/chinh-sach-bao-mat	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/chinh-sach-bao-mat.html	(from https://bean-perfume.mysapo.net/)
08:08:11	255765/255765	---M-Z	200	added ('OK')	text/html	etag:W/%22d1c90616afbb4298199e1e310d6e88c0%22	https://bean-perfume.mysapo.net/chinh-sach-cong-tac-vien	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/chinh-sach-cong-tac-vien.html	(from https://bean-perfume.mysapo.net/)
08:08:12	255053/255053	---M-Z	200	added ('OK')	text/html	etag:W/%22e3bb997cf5ed9518ffe53fe065f7c711%22	https://bean-perfume.mysapo.net/huong-dan-mua-hang	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/huong-dan-mua-hang.html	(from https://bean-perfume.mysapo.net/)
08:08:12	256301/256301	---M-Z	200	added ('OK')	text/html	etag:W/%2224f4517b68190139a8f6d5681ef5b847%22	https://bean-perfume.mysapo.net/huong-dan-doi-tra	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/huong-dan-doi-tra.html	(from https://bean-perfume.mysapo.net/)
08:08:12	254425/254425	---M-Z	200	added ('OK')	text/html	etag:W/%228334657e23147728d92362b2ffbe3d99%22	https://bean-perfume.mysapo.net/huong-dan-thanh-toan	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/huong-dan-thanh-toan.html	(from https://bean-perfume.mysapo.net/)
08:08:13	255750/255750	---M-Z	200	added ('OK')	text/html	etag:W/%2253471fee49e474a75541d45e380507b9%22	https://bean-perfume.mysapo.net/chuong-trinh-cong-tac-vien	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/chuong-trinh-cong-tac-vien.html	(from https://bean-perfume.mysapo.net/)
08:08:16	253994/253994	---M-Z	200	added ('OK')	text/html	etag:W/%22e4391f69d786ac9ac634f7108de44679%22	https://bean-perfume.mysapo.net/giai-dap-thac-mac	C:/My%20Web%20Sites/testduan1/bean-perfume.mysapo.net/giai-dap-thac-mac.html	(from https://bean-perfume.mysapo.net/)
08:08:16	10090/10090	---MCZ	200	added ('OK')	text/css	date:Thu,%2029%20Feb%202024%2003:20:28%20GMT	http://bizweb.dktcdn.net/100/503/826/themes/932476/assets/ajaxcart.scss.css?1709175143725	C:/My%20Web%20Sites/testduan1/bizweb.dktcdn.net/100/503/826/themes/932476/assets/ajaxcart.scss02fb.css	(from https://bean-perfume.mysapo.net/)
